4061.025542,4054.358875,4647.179374,4282.563998,4793.333216,4079.9999,4193.333231,4175.897334,3960.512724,3842.051188,4199.487077,4570.769119
4059.48708,4048.71785,4643.58963,4282.563998,4790.256293,4075.897336,4185.640923,4168.205026,3928.717853,3837.948624,4197.948615,4566.153734
4063.589644,4049.743491,4643.58963,4282.563998,4786.153729,4073.333234,4180.512718,4161.53836,3861.538367,3838.461445,4196.922974,4566.666555
4065.640926,4054.871696,4646.153733,4281.538357,4791.794755,4075.897336,4178.974257,4164.615283,3840.512727,3844.615291,4193.846051,4574.871683
4062.564003,4052.820414,4647.179374,4282.051177,4791.794755,4073.846054,4179.487077,4169.230667,3915.38452,3847.179393,4197.435795,4578.461427
4061.538362,4048.71785,4646.153733,4282.563998,4782.563986,4072.307593,4183.076821,4171.281949,3995.897338,3845.640932,4204.102461,4572.820401
4066.666567,4051.794773,4646.666553,4281.538357,4782.563986,4079.9999,4190.769128,4169.743488,3954.358878,3845.128111,4203.07682,4569.743478
4065.128106,4056.410157,4648.717835,4281.025536,4784.102447,4080.512721,4193.846051,4168.717847,3885.640931,3847.692214,4202.051179,4573.333222
4059.999901,4054.358875,4647.179374,4282.051177,4779.487063,4071.794772,4188.205026,4169.743488,3878.974264,3847.692214,4204.102461,4572.307581
4060.512721,4050.769132,4645.128092,4282.563998,4780.512704,4073.333234,4187.179385,4170.769129,3937.435801,3847.179393,4205.640923,4567.692196
4065.640926,4054.871696,4647.692194,4282.051177,4782.563986,4078.974259,4193.846051,4173.846052,4023.589645,3850.256316,4210.769128,4572.307581
4068.717849,4059.999901,4649.743476,4281.538357,4783.076806,4076.410157,4197.948615,4178.974257,4034.871696,3856.410162,4218.974256,4581.53835
4073.333234,4063.589644,4654.358861,4281.538357,4784.102447,4074.871695,4195.897333,4179.999898,3995.384518,3862.564008,4225.128102,4582.05117
4071.281952,4065.640926,4655.384502,4282.051177,4782.051165,4074.358875,4188.205026,4173.846052,3983.076826,3858.461444,4218.974256,4575.384504
4063.076824,4063.076824,4650.769117,4281.025536,4781.025524,4071.794772,4187.179385,4172.30759,4036.410158,3852.307598,4211.281948,4574.871683
4072.307593,4065.640926,4653.33322,4279.999895,4782.051165,4071.281952,4196.410154,4179.487077,4117.435797,3863.589649,4222.051179,4586.666555
4079.48708,4069.74349,4661.025527,4284.102459,4781.538345,4072.307593,4196.410154,4179.999898,4058.97426,3872.307598,4228.205025,4593.333221
4066.666567,4060.512721,4656.410143,4285.640921,4780.512704,4075.897336,4189.230667,4172.820411,3916.922981,3856.410162,4210.256307,4581.53835
